"Pathways"	"Fourth Level"	"Third Level"	"Second Level"	"First Level"
PWY-5910	DITERPENOID-SYN // GGPP-Biosynthesis // Super-Pathways	Terpenoid-Biosynthesis // Polyprenyl-Biosynthesis // Pathways	SECONDARY-METABOLITE-BIOSYNTHESIS // Biosynthesis // Generalized-Reactions	Biosynthesis // Pathways // FRAMES
PWY-6146	Biosynthesis // Super-Pathways	Pathways	Generalized-Reactions	FRAMES
PWY-5805	All-Trans-Polyprenyl-Biosynthesis	Polyprenyl-Biosynthesis	Biosynthesis	Pathways
PWY-6305	Putrescine-Biosynthesis // Super-Pathways	Polyamine-Biosynthesis // Pathways	Biosynthesis // Generalized-Reactions	Pathways // FRAMES
TAURINEDEG-PWY	Taurine-degradation	NITROGEN-DEG // Sulfur-Metabolism	Noncarbon-Nutrients	Degradation
PWY-7836	Sphingolipid-Biosynthesis	Lipid-Biosynthesis	Biosynthesis	Pathways
PWY-5388	N-CONTAINING-GLUCOSIDE-SYN	N-CONTAINING-SECONDARY-CMPD-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
PWY-6471	Antibiotic-Resistance // Peptidoglycan-Biosynthesis // Super-Pathways	Detoxification // Cell-Wall-Biosynthesis // Pathways	Pathways // Cell-Structure-Biosynthesis // Generalized-Reactions	Generalized-Reactions // Biosynthesis // FRAMES
PWY-6612	Folate-Biosynthesis // Super-Pathways	C1-Carrier-Biosynthesis // Vitamin-Biosynthesis // Pathways	Carriers-Biosynthesis // Cofactor-Biosynthesis // Generalized-Reactions	Cofactor-Biosynthesis // Biosynthesis // FRAMES
PWY-7177	UTP-CTP-Dephosphorylation	Pyrimidine-Ribonucleosides-Degradation	Pyrimidine-Degradation	NUCLEO-DEG
PWY-6928	Cholesterol-Degradation // Super-Pathways	Steroids-Degradation // Pathways	Fatty-Acid-and-Lipid-Degradation // Generalized-Reactions	Degradation // FRAMES
PWY-7082	Ammonia-oxidation // CHEMOAUTOTROPHIC-ENERGY-METABOLISM // Super-Pathways	NITROGEN-DEG // Energy-Metabolism // Pathways	Noncarbon-Nutrients // Pathways // Generalized-Reactions	Degradation // Generalized-Reactions // FRAMES
PWY-7229	Purine-Nucleotide-De-Novo-Biosynthesis // Super-Pathways	PUR-NUC-SYN // Pathways	Nucleotide-Biosynthesis // Generalized-Reactions	Biosynthesis // FRAMES
PWY-7345	SUCROSE-DEG // Super-Pathways	Sugars-And-Polysaccharides-Degradation // Pathways	Carbohydrates-Degradation // Generalized-Reactions	Degradation // FRAMES
PWY-5859	CINNAMATE-SYN	PHENYLPROPANOID-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
PWY-5744	Autotrophic-CO2-Fixation // Other-Degradation	CO2-Fixation // Degradation	C1-COMPOUNDS // Pathways	Degradation // Generalized-Reactions
PWY-821	Amino-Acid-Biosynthesis // Super-Pathways	Biosynthesis // Pathways	Pathways // Generalized-Reactions	Generalized-Reactions // FRAMES
PWY-7537	Super-Pathways	Pathways	Generalized-Reactions	FRAMES
PWY18C3-12	ACYLSUGAR-BIOSYNTHESIS // Super-Pathways	SUGAR-DERIVS // Pathways	SECONDARY-METABOLITE-BIOSYNTHESIS // Generalized-Reactions	Biosynthesis // FRAMES
PWY-7183	Pyrimidine-Nucleotide-Salvage	PYR-NUC-SYN	Nucleotide-Biosynthesis	Biosynthesis
PWY66-367	OTHER-ENERGY	Energy-Metabolism	Pathways	Generalized-Reactions
SO4ASSIM-PWY	Assimilatory-Sulfate-Reduction // Super-Pathways	Sulfur-Metabolism // Pathways	Noncarbon-Nutrients // Generalized-Reactions	Degradation // FRAMES
ARGDEG-PWY	ARGININE-DEG // Super-Pathways	Proteinogenic-Amino-Acids-Degradation // Pathways	Amino-Acid-Degradation // Generalized-Reactions	Degradation // FRAMES
ECASYN-PWY	Lipopolysaccharide-Biosynthesis // Super-Pathways	Cell-Structure-Biosynthesis // Pathways	Biosynthesis // Generalized-Reactions	Pathways // FRAMES
PWY-361	LIGNIN-SYN // SECONDARY-CELL-WALL	PHENYLPROPANOID-SYN // PLANT-CELL-STRUCTURE	SECONDARY-METABOLITE-BIOSYNTHESIS // Cell-Structure-Biosynthesis	Biosynthesis
GOLPDLCAT-PWY	GLYCEROL-DEG // Super-Pathways	Alcohol-Degradation // Pathways	Degradation // Generalized-Reactions	Pathways // FRAMES
PWY-7700	TOLUENE-DEG	AROMATIC-COMPOUNDS-DEGRADATION	Degradation	Pathways
P281-PWY	Phenolic-Compounds-Degradation // Super-Pathways	AROMATIC-COMPOUNDS-DEGRADATION // Pathways	Degradation // Generalized-Reactions	Pathways // FRAMES
POLYISOPRENSYN-PWY	All-Trans-Polyprenyl-Biosynthesis // Super-Pathways	Polyprenyl-Biosynthesis // Pathways	Biosynthesis // Generalized-Reactions	Pathways // FRAMES
PWY-5816	All-Trans-Polyprenyl-Biosynthesis	Polyprenyl-Biosynthesis	Biosynthesis	Pathways
PWY-3621	AMINE-DEG // Super-Pathways	Degradation // Pathways	Pathways // Generalized-Reactions	Generalized-Reactions // FRAMES
PWY-5114	Interconversion // Super-Pathways // UDP-Sugar-Biosynthesis	Activation-Inactivation-Interconversion // Pathways // SUGAR-NUCLEOTIDES	Pathways // Generalized-Reactions // CARBO-BIOSYNTHESIS	Generalized-Reactions // FRAMES // Carbohydrates-Biosynthesis
PWY-5203	TRITERPENOID-SYN	Terpenoid-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
PWY-5294	Sulfide-Oxidation // Super-Pathways	Sulfur-Metabolism // Pathways	Noncarbon-Nutrients // Generalized-Reactions	Degradation // FRAMES
PWY-6815	POLYSACCHARIDES-DEG	Carbohydrates-Degradation // Polymer-Degradation	Degradation	Pathways
PWY-5417	Catechol-Degradation // Super-Pathways	AROMATIC-COMPOUNDS-DEGRADATION // Pathways	Degradation // Generalized-Reactions	Pathways // FRAMES
PWY-5353	Arachidonate-Biosynthesis	PUFA-Biosynthesis	Unsaturated-Fatty-Acids-Biosynthesis	Fatty-acid-biosynthesis
PWY-5600	Pyruvate-Acetate-Fermentation // Super-Pathways	Acetate-Formation // Pyruvate-Degradation // Pathways	CARBOXYLATES-DEG // Fermentation-to-Acids // Fermentation // Generalized-Reactions	Degradation // Fermentation // Energy-Metabolism // FRAMES
PWY-5860	Demethylmenaquinol-6-Biosynthesis // Super-Pathways	Demethylmenaquinone-Biosynthesis // Pathways	Quinone-Biosynthesis // Generalized-Reactions	Electron-Carrier-Biosynthesis // FRAMES
PWY-6103	3-Chlorotoluene-Degradation	Chlorotoluene-Degradation	Chloroaromatic-Compounds-Degradation	AROMATIC-COMPOUNDS-DEGRADATION // CHLORINATED-COMPOUNDS-DEG
PWY-5942	Lycopene-Biosynthesis // Super-Pathways	C40-Carotenoids-Biosynthesis // Pathways	CAROTENOID-SYN // TETRATERPENOID-SYN // Generalized-Reactions	Terpenoid-Biosynthesis // FRAMES
PWY-5975	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis	Pathways	Generalized-Reactions
PWY-5835	Interconversion // MONOTERPENOID-SYN	Activation-Inactivation-Interconversion // Terpenoid-Biosynthesis	Pathways // SECONDARY-METABOLITE-BIOSYNTHESIS	Generalized-Reactions // Biosynthesis
PWY-6176	S-CONTAINING-SECONDARY-CMPD-SYN // Super-Pathways	SECONDARY-METABOLITE-BIOSYNTHESIS // Pathways	Biosynthesis // Generalized-Reactions	Pathways // FRAMES
PWY-6339	AROMATIC-COMPOUNDS-DEGRADATION // Super-Pathways	Degradation // Pathways	Pathways // Generalized-Reactions	Generalized-Reactions // FRAMES
PWY-6516	Sugar-Derivatives // Super-Pathways	SECONDARY-METABOLITE-DEGRADATION // Pathways	Degradation // Generalized-Reactions	Pathways // FRAMES
PWY-6002	CYANOGENIC-GLUCOSIDE-DEG	N-CONTAINING-GLUCOSIDE-DEG	N-CONTAINING-SECONDARY-CMPD-DEG	SECONDARY-METABOLITE-DEGRADATION
PWY-7195	Pyrimidine-Nucleotide-Salvage // Pyrimidine-Ribonucleosides-Degradation	PYR-NUC-SYN // Pyrimidine-Degradation	Nucleotide-Biosynthesis // NUCLEO-DEG	Biosynthesis // Degradation
MALATE-ASPARTATE-SHUTTLE-PWY	OTHER-ENERGY	Energy-Metabolism	Pathways	Generalized-Reactions
PWY-6986	POLYSACCHARIDES-DEG	Carbohydrates-Degradation // Polymer-Degradation	Degradation	Pathways
PWY-6629	Super-Pathways // TRYPTOPHAN-BIOSYNTHESIS	Pathways // IND-AMINO-ACID-SYN	Generalized-Reactions // Amino-Acid-Biosynthesis	FRAMES // Biosynthesis
PWY-7124	Ethylene-Biosynthesis // Super-Pathways	Plant-Hormone-Biosynthesis // Pathways	HORMONE-SYN // Generalized-Reactions	Biosynthesis // FRAMES
PWY-8069	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis	Pathways	Generalized-Reactions
PWY-724	Amino-Acid-Biosynthesis // Super-Pathways	Biosynthesis // Pathways	Pathways // Generalized-Reactions	Generalized-Reactions // FRAMES
PWY-1061	PRIMARY-CELL-WALL // Polysaccharides-Biosynthesis	PLANT-CELL-STRUCTURE // Carbohydrates-Biosynthesis // Glycan-Biosynthesis	Cell-Structure-Biosynthesis // Biosynthesis // Carbohydrates-Biosynthesis // Glycan-Pathways	Biosynthesis // Pathways
PWY-7384	Fermentation-to-Acids // Super-Pathways	Fermentation // Pathways	Energy-Metabolism // Generalized-Reactions	Pathways // FRAMES
PWY-6954	AROMATIC-COMPOUNDS-DEGRADATION // Super-Pathways	Degradation // Pathways	Pathways // Generalized-Reactions	Generalized-Reactions // FRAMES
PWY-1263	Taurine-degradation	NITROGEN-DEG // Sulfur-Metabolism	Noncarbon-Nutrients	Degradation
PWY-7596	PUFA-Biosynthesis // Super-Pathways	Unsaturated-Fatty-Acids-Biosynthesis // Pathways	Fatty-acid-biosynthesis // Generalized-Reactions	Lipid-Biosynthesis // FRAMES
PWY0-1061	ALANINE-SYN // Super-Pathways	IND-AMINO-ACID-SYN // Pathways	Amino-Acid-Biosynthesis // Generalized-Reactions	Biosynthesis // FRAMES
TOLUENE-DEG-2-OH-PWY	TOLUENE-DEG	AROMATIC-COMPOUNDS-DEGRADATION	Degradation	Pathways
PWY-7840	Sphingolipid-Biosynthesis	Lipid-Biosynthesis	Biosynthesis	Pathways
PWY18C3-25	PHENYLPROPANOID-SYN // Super-Pathways	SECONDARY-METABOLITE-BIOSYNTHESIS // Pathways	Biosynthesis // Generalized-Reactions	Pathways // FRAMES
TCA-GLYOX-BYPASS	Super-Pathways	Pathways	Generalized-Reactions	FRAMES
PWY-7828	POLYSACCHARIDES-DEG	Carbohydrates-Degradation // Polymer-Degradation	Degradation	Pathways
ARGSYN-PWY	ARGININE-SYN // Super-Pathways	IND-AMINO-ACID-SYN // Pathways	Amino-Acid-Biosynthesis // Generalized-Reactions	Biosynthesis // FRAMES
FASYN-INITIAL-PWY	Fatty-acid-biosynthesis // Super-Pathways	Lipid-Biosynthesis // Pathways	Biosynthesis // Generalized-Reactions	Pathways // FRAMES
KDO-NAGLIPASYN-PWY	Lipid-Biosynthesis // Lipopolysaccharide-Biosynthesis // Super-Pathways	Biosynthesis // Cell-Structure-Biosynthesis // Pathways	Pathways // Biosynthesis // Generalized-Reactions	Generalized-Reactions // Pathways // FRAMES
P4-PWY	Amino-Acid-Biosynthesis // Super-Pathways	Biosynthesis // Pathways	Pathways // Generalized-Reactions	Generalized-Reactions // FRAMES
PWY-13	Super-Pathways // XANTHONE-SYN	Pathways // SECONDARY-METABOLITE-BIOSYNTHESIS	Generalized-Reactions // Biosynthesis	FRAMES // Pathways
PWY-7582	Other-Degradation	Degradation	Pathways	Generalized-Reactions
PWY-6288	C40-Carotenoids-Biosynthesis	CAROTENOID-SYN // TETRATERPENOID-SYN	Terpenoid-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-2464	ISOFLAVONOID-PHYTOALEXINS // ISOFLAVONOID-SYN	PHYTOALEXIN-SYN // FLAVONOID-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS // PHENYLPROPANOID-SYN	Biosynthesis // SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-4221	CoA-Biosynthesis // Super-Pathways	Carriers-Biosynthesis // Pathways	Cofactor-Biosynthesis // Generalized-Reactions	Biosynthesis // FRAMES
PWY-5134	Metabolic-Clusters // Super-Pathways // TERPENOPHENOLICS-SYN	Pathways // SECONDARY-METABOLITE-BIOSYNTHESIS	Generalized-Reactions // Biosynthesis	FRAMES // Pathways
PWY-7199	Pyrimidine-Nucleotide-Salvage	PYR-NUC-SYN	Nucleotide-Biosynthesis	Biosynthesis
PWY-6118	OTHER-ENERGY	Energy-Metabolism	Pathways	Generalized-Reactions
PWY-6827	POLYSACCHARIDES-DEG	Carbohydrates-Degradation // Polymer-Degradation	Degradation	Pathways
PWY-5308	CHEMOAUTOTROPHIC-ENERGY-METABOLISM // Sulfite-Oxidation // Super-Pathways // Thiosulfate-Disproportionation	Energy-Metabolism // Sulfur-Metabolism // Pathways	Pathways // Noncarbon-Nutrients // Generalized-Reactions	Generalized-Reactions // Degradation // FRAMES
PWY-5647	2-Nirobenzoate-Degradation // Super-Pathways	Nitrobenzoate-Degradation // Pathways	Nitroaromatic-Degradation // Generalized-Reactions	AROMATIC-COMPOUNDS-DEGRADATION // FRAMES
TOLUENE-DEG-CATECHOL-PWY	TOLUENE-DEG	AROMATIC-COMPOUNDS-DEGRADATION	Degradation	Pathways
PWY-5993	Antibiotic-Biosynthesis // Super-Pathways	SECONDARY-METABOLITE-BIOSYNTHESIS // Pathways	Biosynthesis // Generalized-Reactions	Pathways // FRAMES
PWY-5339	CHALCONE-SYN	FLAVONOID-SYN	PHENYLPROPANOID-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5430	Benzoate-Degradation // Super-Pathways	AROMATIC-COMPOUNDS-DEGRADATION // Pathways	Degradation // Generalized-Reactions	Pathways // FRAMES
PWY-6234	Super-Pathways	Pathways	Generalized-Reactions	FRAMES
PWY-6358	Cyclitols-Biosynthesis // Super-Pathways	Sugar-Alcohols-Biosynthesis // Pathways	SUGAR-DERIVS // Generalized-Reactions	SECONDARY-METABOLITE-BIOSYNTHESIS // FRAMES
PWY-6804	Lipid-Biosynthesis	Biosynthesis	Pathways	Generalized-Reactions
PWY-6385	Peptidoglycan-Biosynthesis // Super-Pathways	Cell-Wall-Biosynthesis // Pathways	Cell-Structure-Biosynthesis // Generalized-Reactions	Biosynthesis // FRAMES
PWY-6555	Phytate-Biosynthesis // Super-Pathways	Cyclitols-Biosynthesis // Pathways	Sugar-Alcohols-Biosynthesis // Generalized-Reactions	SUGAR-DERIVS // FRAMES
PWY-6641	Sulfolactate-Degradation // Super-Pathways	Sulfur-Metabolism // Pathways	Noncarbon-Nutrients // Generalized-Reactions	Degradation // FRAMES
PWY-7647	POLYSACCHARIDES-DEG	Carbohydrates-Degradation // Polymer-Degradation	Degradation	Pathways
PWY-5125	ANTHOCYANIN-SYN	FLAVONOID-SYN	PHENYLPROPANOID-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7169	Super-Pathways // XANTHONE-SYN	Pathways // SECONDARY-METABOLITE-BIOSYNTHESIS	Generalized-Reactions // Biosynthesis	FRAMES // Pathways
PWY-6962	AMINE-DEG // Super-Pathways	Degradation // Pathways	Pathways // Generalized-Reactions	Generalized-Reactions // FRAMES
PWY-7277	Sphingolipid-Biosynthesis // Super-Pathways	Lipid-Biosynthesis // Pathways	Biosynthesis // Generalized-Reactions	Pathways // FRAMES
PWY-7375	Nucleic-Acid-Processing	Macromolecule-Modification	Pathways	Generalized-Reactions
PWY-7393	C40-Carotenoids-Biosynthesis // Super-Pathways	CAROTENOID-SYN // TETRATERPENOID-SYN // Pathways	Terpenoid-Biosynthesis // Generalized-Reactions	SECONDARY-METABOLITE-BIOSYNTHESIS // FRAMES
PWY-7622	Super-Pathways // UDP-Sugar-Biosynthesis	Pathways // SUGAR-NUCLEOTIDES	Generalized-Reactions // CARBO-BIOSYNTHESIS	FRAMES // Carbohydrates-Biosynthesis
PWY-6322	Antibiotic-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis	Pathways
PWY-7507	ISOQUINOLINE-ALKALOIDS	ALKALOIDS-SYN	N-CONTAINING-SECONDARY-CMPD-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS
THREOCAT-PWY	Super-Pathways // THREONINE-DEG	Pathways // Proteinogenic-Amino-Acids-Degradation	Generalized-Reactions // Amino-Acid-Degradation	FRAMES // Degradation
PWY-7091	CYANOGENIC-GLUCOSIDE-DEG	N-CONTAINING-GLUCOSIDE-DEG	N-CONTAINING-SECONDARY-CMPD-DEG	SECONDARY-METABOLITE-DEGRADATION
PWY-6556	Pyrimidine-Nucleotide-Salvage // Pyrimidine-Ribonucleosides-Degradation	PYR-NUC-SYN // Pyrimidine-Degradation	Nucleotide-Biosynthesis // NUCLEO-DEG	Biosynthesis // Degradation
BENZCOA-PWY	AROMATIC-COMPOUNDS-DEGRADATION // Super-Pathways	Degradation // Pathways	Pathways // Generalized-Reactions	Generalized-Reactions // FRAMES
PWY-6816	POLYSACCHARIDES-DEG	Carbohydrates-Degradation // Polymer-Degradation	Degradation	Pathways
PWY-81	TOLUENE-DEG	AROMATIC-COMPOUNDS-DEGRADATION	Degradation	Pathways
MET-SAM-PWY	Super-Pathways	Pathways	Generalized-Reactions	FRAMES
GALACT-GLUCUROCAT-PWY	Super-Pathways	Pathways	Generalized-Reactions	FRAMES
P461-PWY	Acetate-Formation // Fermentation-to-Lactate // Pyruvate-Ethanol-Fermentation // SUGAR-ALCOHOLS-DEG // Super-Pathways	CARBOXYLATES-DEG // Fermentation-to-Acids // Alcohol-Biosynthesis // Pyruvate-Degradation // Sugar-Derivatives // Pathways	Degradation // Fermentation // SECONDARY-METABOLITE-DEGRADATION // Generalized-Reactions	Pathways // Energy-Metabolism // Degradation // FRAMES
PWY-6403	Polysaccharides-Biosynthesis	Carbohydrates-Biosynthesis // Glycan-Biosynthesis	Biosynthesis // Carbohydrates-Biosynthesis // Glycan-Pathways	Pathways // Biosynthesis
PWY-5025	Auxin-Biosynthesis	Plant-Hormone-Biosynthesis	HORMONE-SYN	Biosynthesis
PWY-1782	Indole-3-Acetate-Inactivation // Super-Pathways	Inactivation // Pathways	Activation-Inactivation-Interconversion // Generalized-Reactions	Pathways // FRAMES
PWY0-981	Taurine-degradation	NITROGEN-DEG // Sulfur-Metabolism	Noncarbon-Nutrients	Degradation
PWY-5004	Citrulline-Biosynthesis // Super-Pathways	Other-Amino-Acid-Biosynthesis // Pathways	Amino-Acid-Biosynthesis // Generalized-Reactions	Biosynthesis // FRAMES
PWY-5179	Super-Pathways // TOLUENE-DEG	Pathways // AROMATIC-COMPOUNDS-DEGRADATION	Generalized-Reactions // Degradation	FRAMES // Pathways
PWY4FS-5	Super-Pathways	Pathways	Generalized-Reactions	FRAMES
PWY3DJ-12	Sphingolipid-Biosynthesis	Lipid-Biosynthesis	Biosynthesis	Pathways
PWY-8071	AMINE-SYN	N-CONTAINING-SECONDARY-CMPD-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
PWY-5313	ANTHOCYANIN-SYN // Super-Pathways	FLAVONOID-SYN // Pathways	PHENYLPROPANOID-SYN // Generalized-Reactions	SECONDARY-METABOLITE-BIOSYNTHESIS // FRAMES
PWY-5459	Methylglyoxal-Detoxification // Super-Pathways	Aldehyde-Degradation // Detoxification // Pathways	Degradation // Pathways // Generalized-Reactions	Pathways // Generalized-Reactions // FRAMES
PWY-7456	POLYSACCHARIDES-DEG	Carbohydrates-Degradation // Polymer-Degradation	Degradation	Pathways
PWY-5692	Allantoin-degradation // Super-Pathways	AMINE-DEG // Pathways	Degradation // Generalized-Reactions	Pathways // FRAMES
PWY-5863	Phylloquinone-Biosynthesis // Super-Pathways	Quinone-Biosynthesis // Pathways	Electron-Carrier-Biosynthesis // Generalized-Reactions	Carriers-Biosynthesis // FRAMES
PWY-6072	Sulfur-Metabolism // Super-Pathways	Noncarbon-Nutrients // Pathways	Degradation // Generalized-Reactions	Pathways // FRAMES
PWY-6269	B12-Salvage-From-Cobinamide // Super-Pathways	Cobamide-Salvage // Pathways	Cobalamin-Biosynthesis // Generalized-Reactions	Enzyme-Cofactor-Biosynthesis // FRAMES
PWY-6402	Melatonin-Degradation // Super-Pathways	HORMONE-DEG // Pathways	Degradation // Generalized-Reactions	Pathways // FRAMES
PWY66-241	Other-Degradation	Degradation	Pathways	Generalized-Reactions
PWY-6569	Glycosaminoglycans-Biosynthesis // Super-Pathways	Polysaccharides-Biosynthesis // Pathways	Carbohydrates-Biosynthesis // Glycan-Biosynthesis // Generalized-Reactions	Biosynthesis // Carbohydrates-Biosynthesis // Glycan-Pathways // FRAMES
PWY-6751	Hydrogen-Production // Super-Pathways	Energy-Metabolism // Pathways	Pathways // Generalized-Reactions	Generalized-Reactions // FRAMES
PWY-7205	Pyrimidine-Nucleotide-Salvage	PYR-NUC-SYN	Nucleotide-Biosynthesis	Biosynthesis
PWY-6977	Macrolides-Biosynthesis // Super-Pathways	Antibiotic-Biosynthesis // Pathways	SECONDARY-METABOLITE-BIOSYNTHESIS // Generalized-Reactions	Biosynthesis // FRAMES
PWY-7196	Pyrimidine-Nucleotide-Salvage // Super-Pathways	PYR-NUC-SYN // Pathways	Nucleotide-Biosynthesis // Generalized-Reactions	Biosynthesis // FRAMES
PWY-8022	SECONDARY-METABOLITE-DEGRADATION	Degradation	Pathways	Generalized-Reactions
PWY-7305	HORMONE-SYN // Super-Pathways	Biosynthesis // Pathways	Pathways // Generalized-Reactions	Generalized-Reactions // FRAMES
PWY-5049	Rosmarinate-Biosynthesis	PHENYLPROPANOID-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
PWY-7434	Protein-Glycosylation // Super-Pathways	Glycan-Biosynthesis // Protein-Modification // Pathways	Carbohydrates-Biosynthesis // Glycan-Pathways // Macromolecule-Modification // Generalized-Reactions	Biosynthesis // Pathways // FRAMES
PWY-7178	Xylose-Degradation	Sugars-And-Polysaccharides-Degradation	Carbohydrates-Degradation	Degradation
PWY-7809	Antibiotic-Biosynthesis // Super-Pathways	SECONDARY-METABOLITE-BIOSYNTHESIS // Pathways	Biosynthesis // Generalized-Reactions	Pathways // FRAMES
TOLUENE-DEG-4-OH-PWY	TOLUENE-DEG	AROMATIC-COMPOUNDS-DEGRADATION	Degradation	Pathways
PWY0-162	Pyrimid-Ribonucleot-De-Novo-Biosyn // Super-Pathways	Pyrimidine-De-Novo-Biosyn // Pathways	PYR-NUC-SYN // Generalized-Reactions	Nucleotide-Biosynthesis // FRAMES
PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY	Protocatechuate-Degradation	AROMATIC-COMPOUNDS-DEGRADATION	Degradation	Pathways
PWY4LZ-257	Pyruvate-Degradation // Super-Pathways	Fermentation // Pathways	Energy-Metabolism // Generalized-Reactions	Pathways // FRAMES
4AMINOBUTMETAB-PWY	4-Aminobutyraye-Degradation // Super-Pathways	AMINE-DEG // Pathways	Degradation // Generalized-Reactions	Pathways // FRAMES
PWY-7066	TRITERPENOID-SYN	Terpenoid-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
UBISYN-PWY	Super-Pathways // Ubiquinone-Biosynthesis	Pathways // Quinone-Biosynthesis	Generalized-Reactions // Electron-Carrier-Biosynthesis	FRAMES // Carriers-Biosynthesis
CAROTENOID-PWY	C40-Carotenoids-Biosynthesis // Super-Pathways	CAROTENOID-SYN // TETRATERPENOID-SYN // Pathways	Terpenoid-Biosynthesis // Generalized-Reactions	SECONDARY-METABOLITE-BIOSYNTHESIS // FRAMES
PWY0-1569	SECONDARY-METABOLITE-DEGRADATION	Degradation	Pathways	Generalized-Reactions
PWY-7601	Arachidonate-Biosynthesis	PUFA-Biosynthesis	Unsaturated-Fatty-Acids-Biosynthesis	Fatty-acid-biosynthesis
GLUCUROCAT-PWY	D-Glucuronate-Degradation // Super-Pathways	SUGAR-ACIDS-DEG // Pathways	CARBOXYLATES-DEG // Sugar-Derivatives // Generalized-Reactions	Degradation // SECONDARY-METABOLITE-DEGRADATION // FRAMES
NADSYN-PWY	NAD-SYN // Super-Pathways	Enzyme-Cofactor-Biosynthesis // NAD-Metabolism // Pathways	Cofactor-Biosynthesis // Electron-Carrier-Biosynthesis // Enzyme-Cofactor-Biosynthesis // Generalized-Reactions	Biosynthesis // Carriers-Biosynthesis // Cofactor-Biosynthesis // FRAMES
XYLCAT-PWY	Xylose-Degradation	Sugars-And-Polysaccharides-Degradation	Carbohydrates-Degradation	Degradation
PENTOSE-P-PWY	Pentose-Phosphate-Cycle // Super-Pathways	Energy-Metabolism // Pathways	Pathways // Generalized-Reactions	Generalized-Reactions // FRAMES
PWY-6831	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis	Pathways	Generalized-Reactions
PWY-6437	MONOTERPENOID-SYN	Terpenoid-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis
PWY-2229	ISOFLAVONOID-SYN // Super-Pathways	FLAVONOID-SYN // Pathways	PHENYLPROPANOID-SYN // Generalized-Reactions	SECONDARY-METABOLITE-BIOSYNTHESIS // FRAMES
PWY-5052	GIBBERELLIN-SYN // Super-Pathways	DITERPENOID-SYN // Plant-Hormone-Biosynthesis // Pathways	Terpenoid-Biosynthesis // HORMONE-SYN // Generalized-Reactions	SECONDARY-METABOLITE-BIOSYNTHESIS // Biosynthesis // FRAMES
PWY-5182	Super-Pathways // TOLUENE-DEG	Pathways // AROMATIC-COMPOUNDS-DEGRADATION	Generalized-Reactions // Degradation	FRAMES // Pathways
PWY-5976	CYANOGENIC-GLUCOSIDE-DEG	N-CONTAINING-GLUCOSIDE-DEG	N-CONTAINING-SECONDARY-CMPD-DEG	SECONDARY-METABOLITE-DEGRADATION
